"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","DAPR","DAPR_ATTRIBUTES","DASF","DASF_ATTRIBUTES","MDPR","MDPR_ATTRIBUTES","MDSF","MDSF_ATTRIBUTES","TOBS","TOBS_ATTRIBUTES","WT01","WT01_ATTRIBUTES","WT03","WT03_ATTRIBUTES","WT04","WT04_ATTRIBUTES","WT05","WT05_ATTRIBUTES","WT06","WT06_ATTRIBUTES","WT11","WT11_ATTRIBUTES"
"USC00460843","2003-07-30","38.45694","-80.79306","655.3","BIRCH RIVER 4 SW, WV US","    0",",,0,0700","    0","P,,0","    0","P,,0,0700","  244",",,0","  161",",,0",,,,,,,,,"  183",",,0,0700",,,,,,,,,,,,
"USC00460843","2003-07-31","38.45694","-80.79306","655.3","BIRCH RIVER 4 SW, WV US","    0","P,,0,0700","    0","P,,0","    0","P,,0,0700",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00460843","2003-08-01","38.45694","-80.79306","655.3","BIRCH RIVER 4 SW, WV US","   84",",,0,0700","    0","P,,0","    0","P,,0,0700","  261",",,0","  183",",,0",,,,,,,,,"  189",",,0,0700",,,,,,,,,,,,
"USC00460843","2003-08-02","38.45694","-80.79306","655.3","BIRCH RIVER 4 SW, WV US","    0",",,0,0700","    0","P,,0","    0","P,,0,0700","  256",",,0","  189",",,0",,,,,,,,,"  200",",,0,0700",,,,,,,,,,,,
"USC00460843","2003-08-03","38.45694","-80.79306","655.3","BIRCH RIVER 4 SW, WV US","    0",",,0,0700","    0","P,,0","    0","P,,0,0700","  294",",,0","  194",",,0",,,,,,,,,"  217",",,0,0700",,,,,,,,,,,,
"USC00460843","2003-08-04","38.45694","-80.79306","655.3","BIRCH RIVER 4 SW, WV US","   25",",,0,0700","    0","P,,0","    0","P,,0,0700","  250",",,0","  183",",,0",,,,,,,,,"  194",",,0,0700",,,"    1",",,0",,,,,,,,
"USC00460843","2003-08-05","38.45694","-80.79306","655.3","BIRCH RIVER 4 SW, WV US","   91",",,0,0700","    0","P,,0","    0","P,,0,0700","  267",",,0","  161",",,0",,,,,,,,,"  172",",,0,0700",,,,,,,,,,,,
"USC00460843","2003-08-06","38.45694","-80.79306","655.3","BIRCH RIVER 4 SW, WV US","    0",",,0,0700","    0","P,,0","    0","P,,0,0700","  256",",,0","  167",",,0",,,,,,,,,"  172",",,0,0700",,,,,,,,,,,,
"USC00460843","2003-08-07","38.45694","-80.79306","655.3","BIRCH RIVER 4 SW, WV US","   76",",,0,0700","    0","P,,0","    0","P,,0,0700","  256",",,0","  172",",,0",,,,,,,,,"  172",",,0,0700",,,,,,,,,,,,
"USC00460843","2003-08-08","38.45694","-80.79306","655.3","BIRCH RIVER 4 SW, WV US","  211",",,0,0700","    0","P,,0","    0","P,,0,0700","  233",",,0","  161",",,0",,,,,,,,,"  167",",,0,0700",,,,,,,,,,,,
"USC00460843","2003-08-09","38.45694","-80.79306","655.3","BIRCH RIVER 4 SW, WV US","  259",",,0,0700","    0","P,,0","    0","P,,0,0700","  239",",,0","  167",",,0",,,,,,,,,"  206",",,0,0700",,,,,,,,,,,,
"USC00460843","2003-08-10","38.45694","-80.79306","655.3","BIRCH RIVER 4 SW, WV US","  282",",,0,0700","    0","P,,0","    0","P,,0,0700",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00460843","2003-08-11","38.45694","-80.79306","655.3","BIRCH RIVER 4 SW, WV US",,,"    0","P,,0","    0","P,,0,0700",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00460843","2003-08-12","38.45694","-80.79306","655.3","BIRCH RIVER 4 SW, WV US",,,"    0","P,,0","    0","P,,0,0700",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00460843","2003-08-13","38.45694","-80.79306","655.3","BIRCH RIVER 4 SW, WV US",,,"    0","P,,0","    0","P,,0,0700",,,,,"    3",",,0",,,"   13",",,0",,,,,,,,,,,,,,,,
"USC00460843","2003-08-14","38.45694","-80.79306","655.3","BIRCH RIVER 4 SW, WV US","    0","P,,0,0700","    0","P,,0","    0","P,,0,0700",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00460843","2003-08-15","38.45694","-80.79306","655.3","BIRCH RIVER 4 SW, WV US","    0",",,0,0700","    0","P,,0","    0","P,,0,0700","  278",",,0","  206",",,0",,,,,,,,,"  228",",,0,0700",,,,,,,,,,,,
"USC00460843","2003-08-16","38.45694","-80.79306","655.3","BIRCH RIVER 4 SW, WV US","  127",",,0,0700","    0","P,,0","    0","P,,0,0700",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00460843","2003-08-17","38.45694","-80.79306","655.3","BIRCH RIVER 4 SW, WV US","  201",",,0,0700","    0","P,,0","    0","P,,0,0700",,,,,,,,,,,,,,,,,"    1",",,0",,,,,,,,
"USC00460843","2003-08-18","38.45694","-80.79306","655.3","BIRCH RIVER 4 SW, WV US","   53",",,0,0700","    0","P,,0","    0","P,,0,0700",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00460843","2003-08-19","38.45694","-80.79306","655.3","BIRCH RIVER 4 SW, WV US","    0",",,0,0700","    0","P,,0","    0","P,,0,0700",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00460843","2003-08-20","38.45694","-80.79306","655.3","BIRCH RIVER 4 SW, WV US","    0",",,0,0700","    0","P,,0","    0","P,,0,0700",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00460843","2003-08-21","38.45694","-80.79306","655.3","BIRCH RIVER 4 SW, WV US","    0",",,0,0700","    0","P,,0","    0","P,,0,0700",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00460843","2003-08-22","38.45694","-80.79306","655.3","BIRCH RIVER 4 SW, WV US","    0",",,0,0700","    0","P,,0","    0","P,,0,0700","  283",",,0","  217",",,0",,,,,,,,,"  222",",,0,0700",,,,,,,,,,,,
"USC00460843","2003-08-23","38.45694","-80.79306","655.3","BIRCH RIVER 4 SW, WV US","    0",",,0,0700","    0","P,,0","    0","P,,0,0700","  267",",,0","  194",",,0",,,,,,,,,"  194",",,0,0700",,,,,,,,,,,,
"USC00460843","2003-08-24","38.45694","-80.79306","655.3","BIRCH RIVER 4 SW, WV US","    0",",,0,0700","    0","P,,0","    0","P,,0,0700","  250",",,0","  133",",,0",,,,,,,,,"  200",",,0,0700",,,,,,,,,,,,
"USC00460843","2003-08-25","38.45694","-80.79306","655.3","BIRCH RIVER 4 SW, WV US","    0",",,0,0700","    0","P,,0","    0","P,,0,0700","  250",",,0","  178",",,0",,,,,,,,,"  183",",,0,0700",,,,,,,,,,,,
"USC00460843","2003-08-26","38.45694","-80.79306","655.3","BIRCH RIVER 4 SW, WV US","    0",",,0,0700","    0","P,,0","    0","P,,0,0700","  267",",,0","  183",",,0",,,,,,,,,"  206",",,0,0700",,,,,,,,,,,,
"USC00460843","2003-08-27","38.45694","-80.79306","655.3","BIRCH RIVER 4 SW, WV US","    0",",,0,0700","    0","P,,0","    0","P,,0,0700","  289",",,0","  194",",,0",,,,,,,,,"  228",",,0,0700",,,"    1",",,0",,,,,,,,
"USC00460843","2003-08-28","38.45694","-80.79306","655.3","BIRCH RIVER 4 SW, WV US","    0",",,0,0700","    0","P,,0","    0","P,,0,0700","  300",",,0","  206",",,0",,,,,,,,,"  217",",,0,0700",,,"    1",",,0",,,,,,,,
"USC00460843","2003-08-29","38.45694","-80.79306","655.3","BIRCH RIVER 4 SW, WV US","    0",",,0,0700","    0","P,,0","    0","P,,0,0700","  278",",,0","  211",",,0",,,,,,,,,"  217",",,0,0700",,,"    1",",,0",,,,,,,,
"USC00460843","2003-08-30","38.45694","-80.79306","655.3","BIRCH RIVER 4 SW, WV US",,,"    0","P,,0","    0","P,,0,0700",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00460843","2003-08-31","38.45694","-80.79306","655.3","BIRCH RIVER 4 SW, WV US",,,"    0","P,,0","    0","P,,0,0700","  294",",,0","  178",",,0","    2",",,0",,,"  173",",,0",,,"  178",",,0,0700",,,,,,,,,,,,
"USC00460843","2003-09-01","38.45694","-80.79306","655.3","BIRCH RIVER 4 SW, WV US","  163",",,0,0700","    0","P,,0","    0","P,,0,0700","  267",",,0","  172",",,0",,,,,,,,,"  200",",,0,0700",,,"    1",",,0",,,,,,,,
"USC00460843","2003-09-02","38.45694","-80.79306","655.3","BIRCH RIVER 4 SW, WV US","  173",",,0,0700","    0","P,,0","    0","P,,0,0700","  261",",,0","  189",",,0",,,,,,,,,"  206",",,0,0700",,,,,,,,,,,,
"USC00460843","2003-09-03","38.45694","-80.79306","655.3","BIRCH RIVER 4 SW, WV US","  310",",,0,0700","    0","P,,0","    0","P,,0,0700","  206",",,0","  167",",,0",,,,,,,,,"  189",",,0,0700",,,"    1",",,0",,,,,,,,
"USC00460843","2003-09-04","38.45694","-80.79306","655.3","BIRCH RIVER 4 SW, WV US","  140",",,0,0700","    0","P,,0","    0","P,,0,0700","  222",",,0","  183",",,0",,,,,,,,,"  211",",,0,0700",,,,,,,,,,,,
"USC00460843","2003-09-05","38.45694","-80.79306","655.3","BIRCH RIVER 4 SW, WV US","    0",",,0,0700","    0","P,,0","    0","P,,0,0700","  228",",,0","  117",",,0",,,,,,,,,"  122",",,0,0700",,,,,,,,,,,,
"USC00460843","2003-09-06","38.45694","-80.79306","655.3","BIRCH RIVER 4 SW, WV US","    0","P,,0,0700","    0","P,,0","    0","P,,0,0700",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00460843","2003-09-07","38.45694","-80.79306","655.3","BIRCH RIVER 4 SW, WV US","    0",",,0,0700","    0","P,,0","    0","P,,0,0700","  217",",,0","  111",",,0",,,,,,,,,"  150",",,0,0700",,,,,,,,,,,,
"USC00460843","2003-09-08","38.45694","-80.79306","655.3","BIRCH RIVER 4 SW, WV US","    0",",,0,0700","    0","P,,0","    0","P,,0,0700","  222",",,0","  150",",,0",,,,,,,,,"  156",",,0,0700",,,,,,,,,,,,
"USC00460843","2003-09-09","38.45694","-80.79306","655.3","BIRCH RIVER 4 SW, WV US","    0",",,0,0700","    0","P,,0","    0","P,,0,0700","  239",",,0","  150",",,0",,,,,,,,,"  150",",,0,0700",,,,,,,,,,,,
"USC00460843","2003-09-10","38.45694","-80.79306","655.3","BIRCH RIVER 4 SW, WV US","    0","P,,0,0700","    0","P,,0","    0","P,,0,0700",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00460843","2003-09-11","38.45694","-80.79306","655.3","BIRCH RIVER 4 SW, WV US","    0",",,0,0700","    0","P,,0","    0","P,,0,0700","  244",",,0","  133",",,0",,,,,,,,,"  133",",,0,0700",,,,,,,,,,,,
"USC00460843","2003-09-12","38.45694","-80.79306","655.3","BIRCH RIVER 4 SW, WV US","    0",",,0,0700","    0","P,,0","    0","P,,0,0700","  233",",,0","  122",",,0",,,,,,,,,"  122",",,0,0700",,,,,,,,,,,,
"USC00460843","2003-09-13","38.45694","-80.79306","655.3","BIRCH RIVER 4 SW, WV US","    0",",,0,0700","    0","P,,0","    0","P,,0,0700","  256",",,0","  122",",,0",,,,,,,,,"  161",",,0,0700",,,,,,,,,,,,
"USC00460843","2003-09-14","38.45694","-80.79306","655.3","BIRCH RIVER 4 SW, WV US","    3",",,0,0700","    0","P,,0","    0","P,,0,0700","  217",",,0","  122",",,0",,,,,,,,,"  189",",,0,0700",,,,,,,,,,,,
"USC00460843","2003-09-15","38.45694","-80.79306","655.3","BIRCH RIVER 4 SW, WV US","   13",",,0,0700","    0","P,,0","    0","P,,0,0700","  278",",,0","  183",",,0",,,,,,,,,"  183",",,0,0700",,,,,,,,,,,,
"USC00460843","2003-09-16","38.45694","-80.79306","655.3","BIRCH RIVER 4 SW, WV US","   94",",,0,0700","    0","P,,0","    0","P,,0,0700","  183",",,0","  122",",,0",,,,,,,,,"  150",",,0,0700",,,,,,,,,,,,
"USC00460843","2003-09-17","38.45694","-80.79306","655.3","BIRCH RIVER 4 SW, WV US","    0",",,0,0700","    0","P,,0","    0","P,,0,0700","  217",",,0","  117",",,0",,,,,,,,,"  117",",,0,0700",,,,,,,,,,,,
"USC00460843","2003-09-18","38.45694","-80.79306","655.3","BIRCH RIVER 4 SW, WV US","    0",",,0,0700","    0","P,,0","    0","P,,0,0700","  239",",,0","  117",",,0",,,,,,,,,"  122",",,0,0700",,,,,,,,,,,,
"USC00460843","2003-09-19","38.45694","-80.79306","655.3","BIRCH RIVER 4 SW, WV US","  508",",,0,0700",,,"    0","P,,0,0700",,,"  117",",,0",,,,,,,,,"  178",",,0,0700",,,,,,,,,,,,
"USC00460843","2003-09-20","38.45694","-80.79306","655.3","BIRCH RIVER 4 SW, WV US","    0","P,,0,0700","    0","P,,0","    0","P,,0,0700",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00460843","2003-09-21","38.45694","-80.79306","655.3","BIRCH RIVER 4 SW, WV US","    0",",,0,0700","    0","P,,0","    0","P,,0,0700","  194",",,0","  139",",,0",,,,,,,,,"  183",",,0,0700",,,,,,,,,,,,
"USC00460843","2003-09-22","38.45694","-80.79306","655.3","BIRCH RIVER 4 SW, WV US","    0",",,0,0700","    0","P,,0","    0","P,,0,0700","  278",",,0","  183",",,0",,,,,,,,,"  194",",,0,0700",,,,,,,,,,,,
"USC00460843","2003-09-23","38.45694","-80.79306","655.3","BIRCH RIVER 4 SW, WV US","  203",",,0,0700","    0","P,,0","    0","P,,0,0700","  194",",,0","  128",",,0",,,,,,,,,"  133",",,0,0700",,,,,,,,,,,,
"USC00460843","2003-09-24","38.45694","-80.79306","655.3","BIRCH RIVER 4 SW, WV US","    0",",,0,0700","    0","P,,0","    0","P,,0,0700","  200",",,0","  100",",,0",,,,,,,,,"  100",",,0,0700",,,,,,,,,,,,
"USC00460843","2003-09-25","38.45694","-80.79306","655.3","BIRCH RIVER 4 SW, WV US","    0",",,0,0700","    0","P,,0","    0","P,,0,0700","  233",",,0","   89",",,0",,,,,,,,,"  156",",,0,0700",,,,,,,,,,,,
"USC00460843","2003-09-26","38.45694","-80.79306","655.3","BIRCH RIVER 4 SW, WV US","   56",",,0,0700","    0","P,,0","    0","P,,0,0700","  189",",,0","  133",",,0",,,,,,,,,"  150",",,0,0700","    1",",,0","    1",",,0",,,,,,,,
"USC00460843","2003-09-27","38.45694","-80.79306","655.3","BIRCH RIVER 4 SW, WV US","    0",",,0,0700","    0","P,,0","    0","P,,0,0700","  256",",,0","  150",",,0",,,,,,,,,"  178",",,0,0700",,,,,,,,,,,,
"USC00460843","2003-09-28","38.45694","-80.79306","655.3","BIRCH RIVER 4 SW, WV US","   51",",,0,0700","    0","P,,0","    0","P,,0,0700","  239",",,0","   89",",I,0",,,,,,,,,"   50",",I,0,0700","    1",",,0",,,,,,,,,,
"USC00460843","2003-09-29","38.45694","-80.79306","655.3","BIRCH RIVER 4 SW, WV US","   84",",,0,0700","    0","P,,0","    0","P,,0,0700","  239",",,0","   56",",,0",,,,,,,,,"   56",",,0,0700",,,,,,,,,,,,
"USC00460843","2003-09-30","38.45694","-80.79306","655.3","BIRCH RIVER 4 SW, WV US","    0",",,0,0700","    0","P,,0","    0","P,,0,0700","  128",",,0","   44",",,0",,,,,,,,,"   50",",,0,0700",,,,,,,,,,,,
"USC00460843","2003-10-01","38.45694","-80.79306","655.3","BIRCH RIVER 4 SW, WV US","  124",",,0,0700","    0","P,,0","    0","P,,0,0700","  150",",,0","   44",",,0",,,,,,,,,"   50",",,0,0700",,,,,,,,,,,,
"USC00460843","2003-10-02","38.45694","-80.79306","655.3","BIRCH RIVER 4 SW, WV US","   15",",,0,0700","    0","P,,0","    0","P,,0,0700","  100",",,0","   28",",,0",,,,,,,,,"   33",",,0,0700",,,,,,,,,,,,
"USC00460843","2003-10-03","38.45694","-80.79306","655.3","BIRCH RIVER 4 SW, WV US","    0",",,0,0700","    0","P,,0","    0","P,,0,0700","   89",",,0","  -11",",,0",,,,,,,,,"    6",",,0,0700",,,,,,,,,,,,
"USC00460843","2003-10-04","38.45694","-80.79306","655.3","BIRCH RIVER 4 SW, WV US",,,"    0","P,,0","    0","P,,0,0700",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00460843","2003-10-05","38.45694","-80.79306","655.3","BIRCH RIVER 4 SW, WV US",,,"    0","P,,0","    0","P,,0,0700","  156",",,0","    6",",,0","    2",",,0",,,"  104",",,0",,,"  117",",,0,0700",,,,,,,,,,,,
"USC00460843","2003-10-06","38.45694","-80.79306","655.3","BIRCH RIVER 4 SW, WV US","    0",",,0,0700","    0","P,,0","    0","P,,0,0700","  139",",,0","  106",",,0",,,,,,,,,"  111",",,0,0700",,,,,,,,,,,,
"USC00460843","2003-10-07","38.45694","-80.79306","655.3","BIRCH RIVER 4 SW, WV US","    0",",,0,0700","    0","P,,0","    0","P,,0,0700","  189",",,0","  100",",,0",,,,,,,,,"  117",",,0,0700",,,,,,,,,,,,
"USC00460843","2003-10-08","38.45694","-80.79306","655.3","BIRCH RIVER 4 SW, WV US","    0",",,0,0700","    0","P,,0","    0","P,,0,0700","  222",",,0","  117",",,0",,,,,,,,,"  122",",,0,0700",,,,,,,,,,,,
"USC00460843","2003-10-09","38.45694","-80.79306","655.3","BIRCH RIVER 4 SW, WV US","    0","P,,0,0700","    0","P,,0","    0","P,,0,0700",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00460843","2003-10-10","38.45694","-80.79306","655.3","BIRCH RIVER 4 SW, WV US","    0","P,,0,0700","    0","P,,0","    0","P,,0,0700",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00460843","2003-10-11","38.45694","-80.79306","655.3","BIRCH RIVER 4 SW, WV US","    0","P,,0,0700","    0","P,,0","    0","P,,0,0700",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00460843","2003-10-12","38.45694","-80.79306","655.3","BIRCH RIVER 4 SW, WV US","    0","P,,0,0700","    0","P,,0","    0","P,,0,0700",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00460843","2003-10-13","38.45694","-80.79306","655.3","BIRCH RIVER 4 SW, WV US","    0",",,0,0700","    0","P,,0","    0","P,,0,0700","  233",",,0","  100",",,0",,,,,,,,,"  100",",,0,0700",,,,,,,,,,,,
"USC00460843","2003-10-14","38.45694","-80.79306","655.3","BIRCH RIVER 4 SW, WV US","    0",",,0,0700","    0","P,,0","    0","P,,0,0700","  222",",,0","  100",",,0",,,,,,,,,"  206",",,0,0700",,,,,,,,,,,,
"USC00460843","2003-10-15","38.45694","-80.79306","655.3","BIRCH RIVER 4 SW, WV US","  483",",,0,0700","    0","P,,0","    0","P,,0,0700","  228",",,0","   61",",,0",,,,,,,,,"   61",",,0,0700",,,"    1",",,0",,,,,,,,
"USC00460843","2003-10-16","38.45694","-80.79306","655.3","BIRCH RIVER 4 SW, WV US","    0",",,0,0700","    0","P,,0","    0","P,,0,0700","  133",",,0","   61",",,0",,,,,,,,,"   72",",,0,0700",,,,,,,,,,,,
"USC00460843","2003-10-17","38.45694","-80.79306","655.3","BIRCH RIVER 4 SW, WV US","    0",",,0,0700","    0","P,,0","    0","P,,0,0700","  189",",,0","   72",",,0",,,,,,,,,"   78",",,0,0700",,,,,,,,,,,,
"USC00460843","2003-10-18","38.45694","-80.79306","655.3","BIRCH RIVER 4 SW, WV US","   33",",,0,0700","    0","P,,0","    0","P,,0,0700","  122",",,0","   33",",,0",,,,,,,,,"   44",",,0,0700",,,,,,,,,,,,
"USC00460843","2003-10-19","38.45694","-80.79306","655.3","BIRCH RIVER 4 SW, WV US","    0",",,0,0700","    0","P,,0","    0","P,,0,0700","  122",",,0","   33",",,0",,,,,,,,,"   94",",,0,0700",,,,,,,,,,,,
"USC00460843","2003-10-20","38.45694","-80.79306","655.3","BIRCH RIVER 4 SW, WV US","    0","P,,0,0700","    0","P,,0","    0","P,,0,0700",,,,,,,,,,,,,,,,,,,,,,,,,,
